  slev   sx    sy dlev   dx    dy  count       per       cum
b   14 4825 10221   14 4828 10224      4 1.429805e-05  99.990989
b   14 4827 10229   14 4828 10224      4 1.429805e-05  99.991003
b   14 4830 10223   14 4828 10224      4 1.429805e-05  99.991017
b   14 4826 10221   14 4828 10225      4 1.429805e-05  99.991032
b   14 4827 10228   14 4828 10225      4 1.429805e-05  99.991046
b   14 4828 10230   14 4828 10226      4 1.429805e-05  99.991060
b   14 4823 10219   14 4828 10227      4 1.429805e-05  99.991074
b   14 4823 10220   14 4828 10227      4 1.429805e-05  99.991089
b   14 4824 10220   14 4828 10227      4 1.429805e-05  99.991103
b   14 4824 10223   14 4828 10228      4 1.429805e-05  99.991117
b   14 4826 10221   14 4828 10228      4 1.429805e-05  99.991132
b   14 4829 10226   14 4828 10228      4 1.429805e-05  99.991146
b   14 4826 10224   14 4828 10230      4 1.429805e-05  99.991160
b   14 4825 10223   14 4828 10219      4 1.429805e-05  99.991175
b   14 4827 10223   14 4828 10219      4 1.429805e-05  99.991189
b   14 4827 10225   14 4828 10219      4 1.429805e-05  99.991203
b   14 4827 10227   14 4828 10219      4 1.429805e-05  99.991217
b   14 4827 10226   14 4829 10220      4 1.429805e-05  99.991232
b   14 4828 10223   14 4829 10221      4 1.429805e-05  99.991246
b   14 4828 10226   14 4829 10221      4 1.429805e-05  99.991260
b   14 4830 10220   14 4829 10221      4 1.429805e-05  99.991275
b   14 4824 10223   14 4829 10222      4 1.429805e-05  99.991289
b   14 4825 10220   14 4829 10222      4 1.429805e-05  99.991303
b   14 4826 10226   14 4829 10222      4 1.429805e-05  99.991318
b   14 4827 10225   14 4829 10222      4 1.429805e-05  99.991332
b   14 4827 10227   14 4829 10222      4 1.429805e-05  99.991346
b   14 4829 10221   14 4829 10222      4 1.429805e-05  99.991360
b   14 4829 10226   14 4829 10222      4 1.429805e-05  99.991375
b   14 4830 10222   14 4829 10222      4 1.429805e-05  99.991389
b   14 4824 10221   14 4829 10223      4 1.429805e-05  99.991403
b   14 4826 10222   14 4829 10223      4 1.429805e-05  99.991418
b   14 4826 10230   14 4829 10223      4 1.429805e-05  99.991432
b   14 4829 10222   14 4829 10223      4 1.429805e-05  99.991446
b   14 4823 10219   14 4829 10225      4 1.429805e-05  99.991460
b   14 4825 10220   14 4829 10225      4 1.429805e-05  99.991475
b   14 4826 10221   14 4829 10225      4 1.429805e-05  99.991489
b   14 4830 10220   14 4829 10225      4 1.429805e-05  99.991503
b   14 4828 10222   14 4829 10226      4 1.429805e-05  99.991518
b   14 4828 10228   14 4829 10226      4 1.429805e-05  99.991532
b   14 4830 10223   14 4829 10226      4 1.429805e-05  99.991546
b   14 4824 10220   14 4829 10227      4 1.429805e-05  99.991561
b   14 4824 10228   14 4829 10230      4 1.429805e-05  99.991575
b   14 4826 10224   14 4829 10230      4 1.429805e-05  99.991589
b   14 4828 10225   14 4829 10230      4 1.429805e-05  99.991603
b   14 4829 10225   14 4829 10230      4 1.429805e-05  99.991618
b   14 4824 10221   14 4829 10219      4 1.429805e-05  99.991632
b   14 4826 10226   14 4829 10219      4 1.429805e-05  99.991646
b   14 4827 10219   14 4829 10219      4 1.429805e-05  99.991661
b   14 4827 10226   14 4829 10219      4 1.429805e-05  99.991675
b   14 4826 10220   14 4830 10220      4 1.429805e-05  99.991689
b   14 4826 10228   14 4830 10220      4 1.429805e-05  99.991704
b   14 4829 10219   14 4830 10220      4 1.429805e-05  99.991718
b   14 4825 10223   14 4830 10221      4 1.429805e-05  99.991732
b   14 4828 10226   14 4830 10221      4 1.429805e-05  99.991746
b   14 4829 10222   14 4830 10221      4 1.429805e-05  99.991761
b   14 4829 10226   14 4830 10221      4 1.429805e-05  99.991775
b   14 4829 10219   14 4830 10221      4 1.429805e-05  99.991789
b   14 4824 10221   14 4830 10223      4 1.429805e-05  99.991804
b   14 4828 10224   14 4830 10223      4 1.429805e-05  99.991818
b   14 4825 10219   14 4830 10224      4 1.429805e-05  99.991832
b   14 4826 10222   14 4830 10224      4 1.429805e-05  99.991847
b   14 4828 10222   14 4830 10224      4 1.429805e-05  99.991861
b   14 4829 10223   14 4830 10224      4 1.429805e-05  99.991875
b   14 4826 10219   14 4830 10225      4 1.429805e-05  99.991889
b   14 4828 10222   14 4830 10225      4 1.429805e-05  99.991904
b   14 4830 10223   14 4830 10226      4 1.429805e-05  99.991918
b   14 4824 10219   14 4830 10227      4 1.429805e-05  99.991932
b   14 4828 10224   14 4830 10227      4 1.429805e-05  99.991947
b   14 4830 10230   14 4830 10227      4 1.429805e-05  99.991961
b   14 4823 10224   14 4830 10229      4 1.429805e-05  99.991975
b   14 4825 10229   14 4830 10229      4 1.429805e-05  99.991990
b   14 4826 10223   14 4830 10230      4 1.429805e-05  99.992004
b   14 4828 10227   14 4830 10230      4 1.429805e-05  99.992018
b   14 4828 10229   14 4830 10230      4 1.429805e-05  99.992032
b   14 4827 10226   14 4830 10228      4 1.429805e-05  99.992047
b   14 4827 10227   14 4830 10228      4 1.429805e-05  99.992061
b   14 4829 10226   14 4830 10228      4 1.429805e-05  99.992075
b   14 4826 10230   14 4822 10219      3 1.072354e-05  99.992086
b   14 4827 10223   14 4822 10219      3 1.072354e-05  99.992097
b   14 4827 10225   14 4822 10219      3 1.072354e-05  99.992107
b   14 4823 10226   14 4822 10224      3 1.072354e-05  99.992118
b   14 4830 10226   14 4823 10219      3 1.072354e-05  99.992129
b   14 4822 10219   14 4823 10220      3 1.072354e-05  99.992140
b   14 4827 10224   14 4823 10220      3 1.072354e-05  99.992150
b   14 4827 10227   14 4823 10220      3 1.072354e-05  99.992161
b   14 4828 10225   14 4823 10220      3 1.072354e-05  99.992172
b   14 4829 10226   14 4823 10220      3 1.072354e-05  99.992183
b   14 4828 10229   14 4823 10224      3 1.072354e-05  99.992193
b   14 4830 10226   14 4823 10224      3 1.072354e-05  99.992204
b   14 4824 10224   14 4823 10227      3 1.072354e-05  99.992215
b   14 4825 10227   14 4823 10227      3 1.072354e-05  99.992225
b   14 4826 10230   14 4823 10221      3 1.072354e-05  99.992236
b   14 4828 10230   14 4823 10223      3 1.072354e-05  99.992247
b   14 4823 10219   14 4823 10222      3 1.072354e-05  99.992258
b   14 4823 10220   14 4823 10222      3 1.072354e-05  99.992268
b   14 4826 10221   14 4823 10222      3 1.072354e-05  99.992279
b   14 4827 10221   14 4823 10222      3 1.072354e-05  99.992290
b   14 4826 10220   14 4823 10226      3 1.072354e-05  99.992300
b   14 4827 10221   14 4823 10226      3 1.072354e-05  99.992311
b   14 4827 10222   14 4823 10226      3 1.072354e-05  99.992322
b   14 4826 10230   14 4824 10219      3 1.072354e-05  99.992333
b   14 4829 10224   14 4824 10219      3 1.072354e-05  99.992343
b   14 4829 10225   14 4824 10219      3 1.072354e-05  99.992354
b   14 4830 10224   14 4824 10219      3 1.072354e-05  99.992365
b   14 4828 10222   14 4824 10220      3 1.072354e-05  99.992376
b   14 4828 10226   14 4824 10220      3 1.072354e-05  99.992386
b   14 4829 10221   14 4824 10221      3 1.072354e-05  99.992397
b   14 4828 10219   14 4824 10222      3 1.072354e-05  99.992408
b   14 4827 10224   14 4824 10223      3 1.072354e-05  99.992418
b   14 4828 10221   14 4824 10223      3 1.072354e-05  99.992429
b   14 4830 10225   14 4824 10223      3 1.072354e-05  99.992440
b   14 4828 10219   14 4824 10224      3 1.072354e-05  99.992451
b   14 4829 10230   14 4824 10224      3 1.072354e-05  99.992461
b   14 4828 10228   14 4824 10225      3 1.072354e-05  99.992472
b   14 4828 10229   14 4824 10225      3 1.072354e-05  99.992483
b   14 4829 10221   14 4824 10225      3 1.072354e-05  99.992494
b   14 4829 10230   14 4824 10225      3 1.072354e-05  99.992504
b   14 4830 10223   14 4824 10225      3 1.072354e-05  99.992515
b   14 4829 10221   14 4824 10226      3 1.072354e-05  99.992526
b   14 4829 10230   14 4824 10226      3 1.072354e-05  99.992536
b   14 4830 10223   14 4824 10226      3 1.072354e-05  99.992547
b   14 4826 10219   14 4824 10227      3 1.072354e-05  99.992558
b   14 4828 10221   14 4824 10227      3 1.072354e-05  99.992569
b   14 4829 10230   14 4824 10227      3 1.072354e-05  99.992579
b   14 4824 10221   14 4824 10228      3 1.072354e-05  99.992590
b   14 4826 10225   14 4824 10228      3 1.072354e-05  99.992601
b   14 4828 10222   14 4825 10219      3 1.072354e-05  99.992611
b   14 4823 10222   14 4825 10220      3 1.072354e-05  99.992622
b   14 4828 10223   14 4825 10220      3 1.072354e-05  99.992633
b   14 4830 10221   14 4825 10220      3 1.072354e-05  99.992644
b   14 4825 10230   14 4825 10221      3 1.072354e-05  99.992654
b   14 4830 10221   14 4825 10221      3 1.072354e-05  99.992665
b   14 4822 10219   14 4825 10222      3 1.072354e-05  99.992676
b   14 4830 10226   14 4825 10222      3 1.072354e-05  99.992687
b   14 4829 10219   14 4825 10223      3 1.072354e-05  99.992697
b   14 4830 10224   14 4825 10223      3 1.072354e-05  99.992708
b   14 4825 10230   14 4825 10224      3 1.072354e-05  99.992719
b   14 4823 10222   14 4825 10225      3 1.072354e-05  99.992729
b   14 4825 10230   14 4825 10225      3 1.072354e-05  99.992740
b   14 4827 10220   14 4825 10226      3 1.072354e-05  99.992751
b   14 4829 10230   14 4825 10226      3 1.072354e-05  99.992762
b   14 4830 10222   14 4825 10226      3 1.072354e-05  99.992772
b   14 4824 10219   14 4825 10227      3 1.072354e-05  99.992783
b   14 4829 10222   14 4825 10227      3 1.072354e-05  99.992794
b   14 4829 10230   14 4825 10227      3 1.072354e-05  99.992805
b   14 4830 10221   14 4825 10227      3 1.072354e-05  99.992815
b   14 4825 10219   14 4825 10229      3 1.072354e-05  99.992826
b   14 4827 10228   14 4826 10219      3 1.072354e-05  99.992837
b   14 4827 10229   14 4826 10219      3 1.072354e-05  99.992847
b   14 4827 10230   14 4826 10219      3 1.072354e-05  99.992858
b   14 4828 10225   14 4826 10219      3 1.072354e-05  99.992869
b   14 4829 10222   14 4826 10219      3 1.072354e-05  99.992880
b   14 4823 10222   14 4826 10220      3 1.072354e-05  99.992890
b   14 4827 10230   14 4826 10220      3 1.072354e-05  99.992901
b   14 4829 10219   14 4826 10220      3 1.072354e-05  99.992912
b   14 4830 10220   14 4826 10220      3 1.072354e-05  99.992922
b   14 4830 10224   14 4826 10220      3 1.072354e-05  99.992933
b   14 4829 10219   14 4826 10221      3 1.072354e-05  99.992944
b   14 4827 10219   14 4826 10222      3 1.072354e-05  99.992955
b   14 4828 10224   14 4826 10222      3 1.072354e-05  99.992965
b   14 4829 10223   14 4826 10222      3 1.072354e-05  99.992976
b   14 4830 10223   14 4826 10222      3 1.072354e-05  99.992987
b   14 4830 10224   14 4826 10222      3 1.072354e-05  99.992998
b   14 4830 10225   14 4826 10222      3 1.072354e-05  99.993008
b   14 4830 10222   14 4826 10222      3 1.072354e-05  99.993019
b   14 4827 10228   14 4826 10223      3 1.072354e-05  99.993030
b   14 4829 10222   14 4826 10223      3 1.072354e-05  99.993040
b   14 4830 10221   14 4826 10223      3 1.072354e-05  99.993051
b   14 4830 10226   14 4826 10223      3 1.072354e-05  99.993062
b   14 4827 10228   14 4826 10224      3 1.072354e-05  99.993073
b   14 4826 10219   14 4826 10225      3 1.072354e-05  99.993083
b   14 4827 10230   14 4826 10225      3 1.072354e-05  99.993094
b   14 4828 10222   14 4826 10225      3 1.072354e-05  99.993105
b   14 4823 10219   14 4826 10226      3 1.072354e-05  99.993115
b   14 4823 10220   14 4826 10226      3 1.072354e-05  99.993126
b   14 4827 10224   14 4826 10226      3 1.072354e-05  99.993137
b   14 4828 10229   14 4826 10226      3 1.072354e-05  99.993148
b   14 4828 10230   14 4826 10226      3 1.072354e-05  99.993158
b   14 4830 10223   14 4826 10226      3 1.072354e-05  99.993169
b   14 4822 10219   14 4826 10227      3 1.072354e-05  99.993180
b   14 4829 10224   14 4826 10227      3 1.072354e-05  99.993191
b   14 4830 10223   14 4826 10227      3 1.072354e-05  99.993201
b   14 4830 10230   14 4826 10227      3 1.072354e-05  99.993212
b   14 4826 10219   14 4826 10228      3 1.072354e-05  99.993223
b   14 4828 10228   14 4826 10228      3 1.072354e-05  99.993233
b   14 4823 10219   14 4826 10229      3 1.072354e-05  99.993244
b   14 4827 10220   14 4826 10229      3 1.072354e-05  99.993255
b   14 4830 10225   14 4826 10229      3 1.072354e-05  99.993266
b   14 4823 10221   14 4826 10230      3 1.072354e-05  99.993276
b   14 4824 10220   14 4826 10230      3 1.072354e-05  99.993287
b   14 4826 10219   14 4826 10230      3 1.072354e-05  99.993298
b   14 4827 10221   14 4826 10230      3 1.072354e-05  99.993309
b   14 4830 10224   14 4826 10230      3 1.072354e-05  99.993319
b   14 4830 10230   14 4826 10230      3 1.072354e-05  99.993330
b   14 4826 10229   14 4827 10219      3 1.072354e-05  99.993341
b   14 4829 10220   14 4827 10219      3 1.072354e-05  99.993351
b   14 4829 10222   14 4827 10219      3 1.072354e-05  99.993362
b   14 4830 10220   14 4827 10219      3 1.072354e-05  99.993373
b   14 4830 10230   14 4827 10219      3 1.072354e-05  99.993384
b   14 4823 10220   14 4827 10220      3 1.072354e-05  99.993394
b   14 4825 10229   14 4827 10220      3 1.072354e-05  99.993405
b   14 4827 10227   14 4827 10220      3 1.072354e-05  99.993416
b   14 4827 10229   14 4827 10220      3 1.072354e-05  99.993426
b   14 4828 10223   14 4827 10220      3 1.072354e-05  99.993437
b   14 4828 10225   14 4827 10221      3 1.072354e-05  99.993448
b   14 4823 10222   14 4827 10222      3 1.072354e-05  99.993459
b   14 4828 10219   14 4827 10222      3 1.072354e-05  99.993469
b   14 4829 10223   14 4827 10222      3 1.072354e-05  99.993480
b   14 4830 10224   14 4827 10222      3 1.072354e-05  99.993491
b   14 4830 10222   14 4827 10222      3 1.072354e-05  99.993502
b   14 4830 10222   14 4827 10223      3 1.072354e-05  99.993512
b   14 4826 10229   14 4827 10224      3 1.072354e-05  99.993523
b   14 4828 10222   14 4827 10224      3 1.072354e-05  99.993534
b   14 4830 10225   14 4827 10224      3 1.072354e-05  99.993544
b   14 4826 10220   14 4827 10225      3 1.072354e-05  99.993555
b   14 4827 10221   14 4827 10225      3 1.072354e-05  99.993566
b   14 4823 10221   14 4827 10226      3 1.072354e-05  99.993577
b   14 4825 10219   14 4827 10226      3 1.072354e-05  99.993587
b   14 4826 10219   14 4827 10226      3 1.072354e-05  99.993598
b   14 4827 10221   14 4827 10226      3 1.072354e-05  99.993609
b   14 4828 10229   14 4827 10226      3 1.072354e-05  99.993619
b   14 4825 10230   14 4827 10227      3 1.072354e-05  99.993630
b   14 4827 10221   14 4827 10227      3 1.072354e-05  99.993641
b   14 4827 10224   14 4827 10227      3 1.072354e-05  99.993652
b   14 4828 10229   14 4827 10227      3 1.072354e-05  99.993662
b   14 4828 10230   14 4827 10227      3 1.072354e-05  99.993673
b   14 4825 10220   14 4827 10229      3 1.072354e-05  99.993684
b   14 4826 10219   14 4827 10229      3 1.072354e-05  99.993695
b   14 4825 10221   14 4827 10230      3 1.072354e-05  99.993705
b   14 4826 10221   14 4827 10230      3 1.072354e-05  99.993716
b   14 4827 10222   14 4827 10230      3 1.072354e-05  99.993727
b   14 4828 10221   14 4827 10230      3 1.072354e-05  99.993737
b   14 4823 10226   14 4828 10220      3 1.072354e-05  99.993748
b   14 4828 10223   14 4828 10220      3 1.072354e-05  99.993759
b   14 4830 10220   14 4828 10220      3 1.072354e-05  99.993770
b   14 4823 10222   14 4828 10221      3 1.072354e-05  99.993780
b   14 4826 10230   14 4828 10221      3 1.072354e-05  99.993791
b   14 4823 10219   14 4828 10222      3 1.072354e-05  99.993802
b   14 4829 10219   14 4828 10222      3 1.072354e-05  99.993813
b   14 4830 10223   14 4828 10222      3 1.072354e-05  99.993823
b   14 4830 10224   14 4828 10222      3 1.072354e-05  99.993834
b   14 4830 10222   14 4828 10222      3 1.072354e-05  99.993845
b   14 4823 10220   14 4828 10223      3 1.072354e-05  99.993855
b   14 4829 10221   14 4828 10223      3 1.072354e-05  99.993866
b   14 4823 10226   14 4828 10224      3 1.072354e-05  99.993877
b   14 4828 10222   14 4828 10224      3 1.072354e-05  99.993888
b   14 4824 10228   14 4828 10225      3 1.072354e-05  99.993898
b   14 4827 10230   14 4828 10225      3 1.072354e-05  99.993909
b   14 4826 10219   14 4828 10226      3 1.072354e-05  99.993920
b   14 4830 10223   14 4828 10226      3 1.072354e-05  99.993930
b   14 4830 10222   14 4828 10226      3 1.072354e-05  99.993941
b   14 4829 10230   14 4828 10227      3 1.072354e-05  99.993952
b   14 4824 10221   14 4828 10228      3 1.072354e-05  99.993963
b   14 4826 10222   14 4828 10228      3 1.072354e-05  99.993973
b   14 4823 10226   14 4828 10229      3 1.072354e-05  99.993984
b   14 4825 10230   14 4828 10229      3 1.072354e-05  99.993995
b   14 4824 10228   14 4828 10230      3 1.072354e-05  99.994006
b   14 4825 10221   14 4828 10230      3 1.072354e-05  99.994016
b   14 4826 10230   14 4828 10219      3 1.072354e-05  99.994027
b   14 4829 10222   14 4828 10219      3 1.072354e-05  99.994038
b   14 4829 10226   14 4828 10219      3 1.072354e-05  99.994048
b   14 4825 10223   14 4829 10220      3 1.072354e-05  99.994059
b   14 4826 10225   14 4829 10220      3 1.072354e-05  99.994070
b   14 4827 10219   14 4829 10220      3 1.072354e-05  99.994081
b   14 4827 10225   14 4829 10220      3 1.072354e-05  99.994091
b   14 4827 10229   14 4829 10220      3 1.072354e-05  99.994102
b   14 4830 10220   14 4829 10220      3 1.072354e-05  99.994113
b   14 4825 10219   14 4829 10221      3 1.072354e-05  99.994124
b   14 4825 10229   14 4829 10221      3 1.072354e-05  99.994134
b   14 4826 10230   14 4829 10221      3 1.072354e-05  99.994145
